ProjectNumber,BudgetYear,CostType,CostAmount
6866,2019,Labor,23449.89
6866,2019,Material,28457.32
6867,2017,Labor,12779.03
6867,2017,Material,64582.72
6867,2018,Labor,38450.54
6867,2018,Material,63054.63
6867,2019,Labor,1669.44
6867,2019,Material,4401.8
6868,2017,Labor,27261.81
6868,2017,Material,165890.9
6868,2018,Labor,17022.32
6868,2018,Material,166890.72
6869,2017,Labor,9804.53
6869,2017,Material,16280.17
6869,2018,Labor,22821.67
6869,2018,Material,10796.63
6869,2019,Labor,22453.01
6871,2017,Labor,3519.87
6871,2017,Material,13529.96
6871,2018,Labor,26926.29
6871,2018,Material,43658.39
6871,2019,Labor,5600.01
6871,2019,Material,26719.25
6872,2017,Labor,2568.53
6872,2017,Material,747.37
6872,2018,Labor,5085.29
6872,2018,Material,752.92
6872,2019,Labor,412.13
6873,2017,Material,60550
6873,2018,Material,45900
6874,2017,Labor,34909.89
6876,2017,Labor,55261.06
6876,2017,Material,60694.37
6876,2018,Labor,2759.34
6876,2018,Material,739.96
6877,2018,Labor,65057.9
6877,2018,Material,324292.52
6877,2019,Labor,25167.36
6877,2019,Material,338204
6879,2017,Labor,4561.86
6879,2017,Material,52539.79
6879,2018,Labor,35632.02
6879,2018,Material,214809.68
6879,2019,Labor,25305.41
6879,2019,Material,44833.01
6880,2017,Labor,15887.05
6880,2017,Material,172017.73
6880,2018,Labor,36385.93
6880,2018,Material,1019547.36
6880,2019,Labor,665.35
6880,2019,Material,8804.42
6881,2018,Labor,64428.29
6881,2018,Material,27338.77
6882,2017,Labor,2326.14
6882,2018,Labor,76667.7
6882,2018,Material,72499.36
6882,2019,Labor,82613.02
6882,2019,Material,147932.28
6883,2017,Labor,7147.57
6883,2017,Material,154.84
6883,2018,Labor,20102.91
6883,2018,Material,211453.17
6883,2019,Labor,5675.79
6883,2019,Material,28879.07
6884,2017,Labor,20114.32
6884,2017,Material,55221.14
6884,2018,Labor,102869.75
6884,2018,Material,608642.52
6884,2019,Labor,74366.93
6884,2019,Material,3172628.55
6885,2017,Labor,8461.15
6885,2017,Material,45404.27
6885,2018,Labor,33794.9
6885,2018,Material,656207.45
6886,2017,Material,71100
6887,2017,Labor,6339.37
6887,2018,Labor,502.69
6887,2018,Material,92.31
6888,2017,Labor,6191.24
6888,2017,Material,1815
6888,2018,Labor,16946.33
6888,2018,Material,106827.85
6888,2019,Labor,36692.78
6888,2019,Material,45513.28
6889,2017,Labor,44094.4
6889,2017,Material,69364.15
6889,2018,Material,0
6890,2017,Labor,6142.33
6890,2017,Material,550.8
6890,2018,Labor,31735.2
6890,2018,Material,29.45
6890,2019,Labor,15563.84
6890,2019,Material,4096
6891,2017,Material,40875
6891,2018,Material,437.5
6892,2017,Labor,1298.67
6892,2017,Material,7140.8
6892,2018,Labor,2894.58
6892,2018,Material,4089.96
6893,2018,Labor,88328.65
6893,2018,Material,241488.52
6893,2019,Labor,63009.38
6893,2019,Material,409167.38
6894,2018,Labor,37441.08
6894,2018,Material,56238.6
6894,2019,Labor,33336.72
6894,2019,Material,108808.12
6895,2017,Labor,11114.91
6895,2018,Labor,32458.73
6895,2018,Material,170695.8
6895,2019,Labor,3562.28
6895,2019,Material,66.69
6896,2017,Labor,1571.17
6896,2017,Material,2500
6896,2018,Labor,32723.42
6896,2018,Material,8289.76
6897,2017,Labor,11338.36
6897,2017,Material,6974.03
6897,2018,Labor,270594.5
6897,2018,Material,978478.67
6897,2019,Labor,52370.9
6897,2019,Material,38883.58
6898,2018,Labor,14755.95
6898,2018,Material,221218.98
6898,2019,Labor,34.78
6899,2017,Labor,5797.7
6899,2017,Material,637.67
6899,2018,Labor,44621.56
6899,2018,Material,682285.18
6899,2019,Labor,22.92
6900,2018,Material,154935.12
6900,2019,Material,21468.04
6901,2017,Labor,1083.37
6901,2018,Labor,0
6901,2018,Material,0
6902,2018,Labor,44071.56
6902,2018,Material,144614.4
6902,2019,Labor,43673.43
6902,2019,Material,548101.35
6903,2018,Labor,10869.91
6903,2018,Material,82308.1
6903,2019,Labor,10062.29
6903,2019,Material,24625.15
6904,2018,Labor,31827.85
6904,2018,Material,164560.22
6904,2019,Labor,7030.03
6905,2017,Material,0
6905,2019,Material,6519.13
6906,2017,Labor,10250.09
6906,2017,Material,8164.35
6906,2018,Labor,3201.91
6906,2018,Material,53784.1
6907,2018,Labor,135353.81
6907,2018,Material,388148.01
6907,2019,Labor,1891.58
6907,2019,Material,5341.8
6908,2018,Labor,9113.68
6908,2018,Material,630048.21
6908,2019,Labor,39.88
6909,2018,Labor,5126.63
6909,2018,Material,56798.57
6909,2019,Labor,6716.24
6909,2019,Material,60717.8
6910,2018,Labor,31116.83
6910,2018,Material,18.75
6910,2019,Labor,62382.84
6910,2019,Material,10139.75
6911,2018,Labor,1200.44
6911,2019,Labor,1205.93
6912,2018,Labor,17716.75
6912,2018,Material,22158
6913,2018,Labor,82984.43
6913,2018,Material,153793.28
6913,2019,Labor,24199.17
6913,2019,Material,110194.6
6914,2018,Labor,8380.45
6914,2018,Material,73.72
6914,2019,Labor,14962.64
6914,2019,Material,7.75
6916,2018,Labor,11769.39
6916,2018,Material,3813.14
6916,2019,Labor,46014.82
6916,2019,Material,145699.11
6917,2018,Labor,2674.54
6918,2018,Labor,7808.14
6918,2018,Material,69.57
6919,2018,Labor,3184.81
6919,2018,Material,51997.63
6919,2019,Labor,4698.23
6919,2019,Material,9309.46
6920,2018,Labor,21530.85
6920,2018,Material,38647.12
6920,2019,Labor,2920.01
6921,2018,Labor,45045.02
6921,2018,Material,301780.11
6921,2019,Labor,375.38
6921,2019,Material,1851.5
6922,2018,Labor,158.78
6922,2019,Labor,178.18
6923,2018,Labor,8190.92
6923,2018,Material,154.04
6923,2019,Labor,17909.46
6923,2019,Material,67372.43
6924,2018,Labor,287.41
6924,2019,Labor,119.67
6925,2018,Labor,1055.73
6925,2019,Labor,34016.39
6925,2019,Material,63840.62
6926,2018,Labor,9625.7
6926,2018,Material,39353.8
6926,2019,Labor,9591.16
6926,2019,Material,3147.22
6927,2018,Material,4663.65
6927,2019,Material,1802.35
6928,2018,Material,795
6929,2018,Labor,6952.13
6929,2018,Material,2351.02
6929,2019,Labor,7575.94
6929,2019,Material,546.14
6930,2018,Labor,24473.39
6930,2018,Material,11094.38
6931,2018,Material,15427.78
6932,2018,Labor,3740.37
6932,2018,Material,54367.91
6932,2019,Labor,4631.92
6932,2019,Material,15604.93
6935,2018,Labor,6090.19
6935,2018,Material,16034.35
6935,2019,Labor,1975.76
6936,2018,Material,8830
6936,2019,Labor,115.95
6936,2019,Material,2730
6937,2019,Labor,1884
6937,2019,Material,59855
6938,2018,Labor,2840.84
6938,2018,Material,36150.89
6939,2018,Material,28162.07
6939,2019,Material,380
6940,2018,Material,23191.07
6940,2019,Labor,377.26
6940,2019,Material,8154.4
6941,2018,Labor,2528.98
6941,2019,Labor,4670.23
6942,2018,Labor,344.27
6942,2019,Labor,10201.34
6942,2019,Material,66523.32
6944,2019,Labor,1175.73
6944,2019,Material,742.57
6945,2019,Labor,7120.13
6946,2019,Labor,562.41
6946,2019,Material,36774.99
6948,2019,Labor,4351.74
6949,2018,Labor,22978.43
6949,2018,Material,6618.99
6949,2019,Labor,10804.81
6949,2019,Material,1864.5
6950,2019,Labor,12481.82
6950,2019,Material,14921.88
6951,2018,Material,160
6951,2019,Material,1150
6952,2019,Labor,1340.05
6952,2019,Material,289.22
6953,2019,Labor,53655.68
6953,2019,Material,28798.95
6955,2019,Material,19561.19
6956,2019,Labor,1649.89
6956,2019,Material,14297.8
6958,2019,Labor,6534.57
6958,2019,Material,9825.1
6959,2019,Labor,32890.31
6959,2019,Material,36250.2
6960,2018,Labor,23266.29
6960,2018,Material,610451.4
6960,2019,Material,27996
6961,2019,Material,20494.5
6962,2019,Labor,22366.92
6963,2019,Labor,41630.75
6963,2019,Material,22886.08
6964,2019,Labor,19340.16
6965,2019,Labor,9510.34
6965,2019,Material,98638
6966,2019,Labor,24444.69
6966,2019,Material,16
6967,2019,Labor,2405.18
6967,2019,Material,40876.2
6968,2019,Labor,0
6968,2019,Material,0
6969,2019,Labor,2372.52
6970,2019,Labor,5548.27
6971,2019,Labor,20010.17
6971,2019,Material,95242.51
6972,2019,Labor,8070.43
6972,2019,Material,8189.92
6973,2019,Labor,482.8
6974,2019,Labor,15315.29
6974,2019,Material,1.2
6975,2019,Labor,2868.78
6976,2019,Material,50000
6977,2019,Labor,1521.87
6978,2019,Material,50000
6979,2019,Labor,1961.61
6979,2019,Material,24499.59
6980,2019,Labor,6211.62
6980,2019,Material,1117.64
6981,2019,Labor,197.5
6982,2019,Labor,6484.61
6982,2019,Material,5.5
6983,2019,Labor,558.75
6983,2019,Material,5573.65
6985,2019,Labor,11709.69
6986,2019,Labor,377.26
6986,2019,Material,15113
6987,2019,Material,12060
6989,2019,Labor,15.53
6989,2019,Material,75000
6991,2019,Material,3042.14
6993,2019,Labor,10037.19
6993,2019,Material,70959.81
